dir,entry,sl,tp,lot,open_ts,session,exit,reason,pnl,year,month,date
SHORT,1220.45,1227.35,1199.76,0.15,2013-12-03 08:00:00+00:00,London,1227.35,sl,-104.49999999999795,2013,12,2013-12-04
SHORT,1227.8,1237.92,1197.45,0.1,2013-12-05 14:00:00+00:00,NY,1237.92,sl,-102.20000000000118,2013,12,2013-12-06
SHORT,1233.11,1242.94,1203.61,0.1,2013-12-18 14:00:00+00:00,NY,1203.61,tp,294.0,2013,12,2013-12-19
SHORT,1205.1,1210.13,1190.0,0.2,2013-12-30 11:00:00+00:00,NY,1190.0,tp,300.9999999999982,2013,12,2013-12-31
LONG,1255.98,1251.21,1270.29,0.21,2014-01-20 07:00:00+00:00,London,1251.21,sl,-101.1699999999996,2014,1,2014-01-20
LONG,1264.74,1257.11,1287.64,0.13,2014-01-24 13:00:00+00:00,NY,1257.11,sl,-100.19000000000142,2014,1,2014-01-27
LONG,1325.22,1318.7,1344.77,0.15,2014-02-21 13:00:00+00:00,NY,1344.77,tp,292.2499999999993,2014,2,2014-02-26
LONG,1349.12,1343.67,1365.48,0.18,2014-03-07 06:00:00+00:00,London,1343.67,sl,-99.09999999999673,2014,3,2014-03-07
LONG,1357.66,1350.15,1380.2,0.13,2014-03-12 06:00:00+00:00,London,1380.2,tp,292.0199999999995,2014,3,2014-03-14
SHORT,1291.61,1297.52,1273.88,0.17,2014-03-31 08:00:00+00:00,London,1297.52,sl,-101.47000000000139,2014,4,2014-04-04
SHORT,1289.12,1296.39,1267.32,0.14,2014-04-22 08:00:00+00:00,London,1296.39,sl,-102.78000000000293,2014,4,2014-04-24
SHORT,1292.12,1298.37,1273.38,0.16,2014-04-30 14:00:00+00:00,NY,1298.37,sl,-101.0,2014,5,2014-05-02
SHORT,1288.92,1294.72,1271.51,0.17,2014-05-08 15:00:00+00:00,NY,1294.72,sl,-99.59999999999923,2014,5,2014-05-12
SHORT,1292.31,1297.69,1276.17,0.19,2014-05-13 06:00:00+00:00,London,1297.69,sl,-103.22000000000206,2014,5,2014-05-13
SHORT,1290.56,1295.2,1276.63,0.22,2014-05-20 07:00:00+00:00,London,1295.2,sl,-103.08000000000219,2014,5,2014-05-20
SHORT,1292.03,1296.67,1278.1,0.22,2014-05-23 11:00:00+00:00,NY,1278.1,tp,305.4600000000014,2014,5,2014-05-27
SHORT,1245.52,1250.47,1230.68,0.2,2014-06-03 06:00:00+00:00,London,1250.47,sl,-100.00000000000091,2014,6,2014-06-05
LONG,1325.68,1320.38,1341.57,0.19,2014-07-01 07:00:00+00:00,London,1320.38,sl,-101.69999999999915,2014,7,2014-07-03
LONG,1323.47,1317.8,1340.47,0.18,2014-07-09 13:00:00+00:00,NY,1340.47,tp,305.0,2014,7,2014-07-10
LONG,1337.47,1330.95,1357.02,0.15,2014-07-10 13:00:00+00:00,NY,1330.95,sl,-98.79999999999973,2014,7,2014-07-14
SHORT,1288.65,1293.17,1275.09,0.22,2014-08-05 08:00:00+00:00,London,1293.17,sl,-100.4399999999996,2014,8,2014-08-05
SHORT,1287.55,1292.85,1271.64,0.19,2014-08-05 15:00:00+00:00,NY,1292.85,sl,-101.69999999999915,2014,8,2014-08-06
LONG,1310.92,1305.88,1326.05,0.2,2014-08-13 12:00:00+00:00,NY,1305.88,sl,-101.79999999999927,2014,8,2014-08-15
SHORT,1298.11,1302.32,1285.49,0.24,2014-08-19 08:00:00+00:00,London,1285.49,tp,301.8799999999974,2014,8,2014-08-20
SHORT,1278.33,1282.8,1264.92,0.22,2014-08-22 07:00:00+00:00,London,1282.8,sl,-99.3400000000006,2014,8,2014-08-26
SHORT,1268.43,1273.69,1252.64,0.19,2014-09-04 08:00:00+00:00,London,1273.69,sl,-100.93999999999983,2014,9,2014-09-04
SHORT,1264.0,1269.05,1248.85,0.2,2014-09-05 07:00:00+00:00,London,1269.05,sl,-101.99999999999909,2014,9,2014-09-05
SHORT,1254.42,1259.64,1238.76,0.19,2014-09-09 08:00:00+00:00,London,1238.76,tp,296.54000000000156,2014,9,2014-09-11
SHORT,1237.03,1242.83,1219.62,0.17,2014-09-12 06:00:00+00:00,London,1219.62,tp,294.9700000000014,2014,9,2014-09-17
SHORT,1224.55,1230.64,1206.27,0.16,2014-09-18 15:00:00+00:00,NY,1230.64,sl,-98.44000000000234,2014,9,2014-09-23
SHORT,1143.57,1150.74,1122.06,0.14,2014-11-06 08:00:00+00:00,London,1150.74,sl,-101.38000000000102,2014,11,2014-11-07
SHORT,1177.89,1184.93,1156.77,0.14,2014-12-23 11:00:00+00:00,NY,1184.93,sl,-99.5599999999995,2014,12,2014-12-25
SHORT,1182.63,1192.59,1152.75,0.1,2015-01-02 13:00:00+00:00,NY,1192.59,sl,-100.59999999999809,2015,1,2015-01-05
LONG,1223.94,1216.84,1245.25,0.14,2015-01-12 08:00:00+00:00,London,1245.25,tp,297.33999999999924,2015,1,2015-01-15
LONG,1259.35,1250.3,1286.5,0.11,2015-01-16 06:00:00+00:00,London,1286.5,tp,297.650000000001,2015,1,2015-01-20
